STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WESD
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/22/1958,0.77,0,0,78,56,68,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/23/1958,0,0,0,72,55,69,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/24/1958,0.44,0,0,71,53,70,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/25/1958,0,0,0,73,55,65,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/26/1958,0,0,0,68,42,63,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/27/1958,0.42,0,0,63,45,45,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/28/1958,0.82,0,0,69,45,68,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/29/1958,0,0,0,79,60,74,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/30/1958,0.37,0,0,75,47,62,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/1/1958,0.09,0,0,64,49,58,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/2/1958,0,0,0,75,55,70,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/3/1958,0.04,0,0,72,57,63,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/4/1958,0,0,0,88,63,82,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/5/1958,0.97,0,0,82,50,50,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/6/1958,0.26,0,0,51,45,49,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/7/1958,0.38,0,0,50,44,50,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/8/1958,0.04,0,0,70,46,68,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/9/1958,0,0,0,74,50,66,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/10/1958,0,0,0,72,46,62,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/11/1958,0,0,0,80,52,76,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/12/1958,0,0,0,78,61,77,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/13/1958,0,0,0,79,50,73,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/14/1958,0,0,0,77,43,75,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/15/1958,0,0,0,78,55,69,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/16/1958,0,0,0,80,53,78,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/17/1958,0,0,0,80,50,76,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/18/1958,0,0,0,85,62,82,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/19/1958,0,0,0,82,66,75,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/20/1958,1.09,0,0,76,58,74,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/21/1958,0,0,0,78,58,76,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/22/1958,0,0,0,81,46,80,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/23/1958,0.03,0,0,80,62,72,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/24/1958,0,0,0,76,49,70,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/25/1958,0.25,0,0,80,63,66,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/26/1958,0,0,0,79,59,73,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/27/1958,0,0,0,80,44,78,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/28/1958,0,0,0,79,55,75,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/29/1958,0.08,0,0,75,50,72,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/30/1958,0,0,0,81,56,81,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/31/1958,0,0,0,88,65,87,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/1/1958,0,0,0,88,60,83,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/2/1958,0.55,0,0,83,64,78,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/3/1958,0,0,0,78,58,66,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/4/1958,0,0,0,77,52,75,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/5/1958,0,0,0,80,51,78,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/6/1958,0.04,0,0,78,66,75,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/7/1958,0,0,0,77,48,72,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/8/1958,0,0,0,82,56,80,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/9/1958,0,0,0,91,71,88,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/10/1958,0.24,0,0,92,68,89,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/11/1958,0,0,0,93,73,74,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/12/1958,0,0,0,87,66,86,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/13/1958,0,0,0,89,70,84,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/14/1958,0.22,0,0,87,72,80,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/15/1958,0.01,0,0,81,57,63,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/16/1958,0,0,0,78,55,75,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/17/1958,0,0,0,80,59,76,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/18/1958,0,0,0,80,50,73,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/19/1958,0,0,0,78,53,76,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/20/1958,1.01,0,0,78,59,61,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/21/1958,0.63,0,0,74,57,62,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/22/1958,0,0,0,76,53,73,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/23/1958,0.05,0,0,74,55,66,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/24/1958,0,0,0,76,53,72,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/25/1958,0,0,0,88,59,84,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/26/1958,0,0,0,90,72,72,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/27/1958,0.47,0,0,88,59,76,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/28/1958,0,0,0,79,63,79,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/29/1958,0,0,0,87,58,84,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/30/1958,0,0,0,88,65,86,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/1/1958,0,0,0,92,69,88,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/2/1958,0,0,0,93,71,91,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/3/1958,0,0,0,94,72,91,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/4/1958,0,0,0,94,68,90,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/5/1958,0,0,0,93,72,90,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/6/1958,0,0,0,93,74,86,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/7/1958,0.37,0,0,90,68,86,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/8/1958,0.24,0,0,91,73,86,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/9/1958,2.12,0,0,86,65,67,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/10/1958,0.12,0,0,87,61,83,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/11/1958,0.82,0,0,91,73,76,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/12/1958,0.51,0,0,88,69,72,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/13/1958,0.15,0,0,88,66,84,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/14/1958,0.42,0,0,82,68,79,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/15/1958,0,0,0,92,73,89,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/16/1958,0,0,0,90,74,88,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/17/1958,0,0,0,88,71,79,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/18/1958,0.2,0,0,79,60,67,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/19/1958,0,0,0,86,64,84,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/20/1958,0,0,0,84,62,78,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/21/1958,0.05,0,0,78,60,75,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/22/1958,1.48,0,0,85,68,84,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/23/1958,0.84,0,0,84,71,74,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/24/1958,0.22,0,0,82,73,82,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/25/1958,0,0,0,88,68,85,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/26/1958,0,0,0,91,70,87,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/27/1958,0,0,0,89,70,83,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/28/1958,0,0,0,91,71,86,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/29/1958,0,0,0,90,70,85,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/30/1958,0,0,0,92,65,89,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/31/1958,0,0,0,96,71,91,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/1/1958,0.28,0,0,93,68,69,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/2/1958,0,0,0,86,63,79,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/3/1958,0,0,0,79,64,70,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/4/1958,0.51,0,0,84,59,80,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/5/1958,0,0,0,88,62,84,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/6/1958,0,0,0,89,64,86,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/7/1958,0,0,0,92,70,89,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/8/1958,0,0,0,89,72,84,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/9/1958,0.08,0,0,88,63,80,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/10/1958,0,0,0,91,64,88,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/11/1958,0,0,0,88,73,81,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/12/1958,0,0,0,89,67,85,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/13/1958,1.47,0,0,88,67,82,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/14/1958,0,0,0,85,72,80,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/15/1958,0.06,0,0,93,69,89,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/16/1958,0.88,0,0,90,66,77,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/17/1958,0,0,0,83,64,80,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/18/1958,0,0,0,80,61,78,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/19/1958,0,0,0,81,53,77,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/20/1958,0,0,0,85,55,82,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/21/1958,0,0,0,90,66,86,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/22/1958,0,0,0,90,69,81,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/23/1958,0,0,0,86,59,80,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/24/1958,0.68,0,0,86,62,83,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/25/1958,3.37,0,0,85,67,74,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/26/1958,0,0,0,83,61,72,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/27/1958,0,0,0,79,58,75,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/28/1958,0,0,0,78,62,74,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/29/1958,0,0,0,85,64,82,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/30/1958,0,0,0,89,57,85,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/31/1958,0,0,0,93,64,90,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/1/1958,0.09,0,0,86,63,76,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/2/1958,0,0,0,78,52,73,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/3/1958,0,0,0,78,50,76,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/4/1958,0,0,0,80,55,78,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/5/1958,0,0,0,88,64,86,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/6/1958,0,0,0,88,66,85,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/7/1958,0.06,0,0,88,66,75,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/8/1958,0,0,0,83,60,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/9/1958,0,0,0,76,52,72,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/10/1958,0,0,0,81,60,75,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/11/1958,0,0,0,77,52,66,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/12/1958,0,0,0,73,45,68,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/13/1958,0,0,0,78,42,75,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/14/1958,0,0,0,83,53,78,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/15/1958,0,0,0,85,54,81,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/16/1958,0,0,0,90,64,86,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/17/1958,0,0,0,92,69,88,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/18/1958,0.31,0,0,88,67,72,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/19/1958,0,0,0,76,56,70,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/20/1958,0,0,0,73,59,67,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/21/1958,1.02,0,0,69,58,65,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/22/1958,0,0,0,81,57,76,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/23/1958,0,0,0,80,49,75,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/24/1958,0,0,0,78,50,73,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/25/1958,0,0,0,84,57,80,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/26/1958,0,0,0,91,66,87,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/27/1958,0.88,0,0,87,56,56,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/28/1958,0.05,0,0,68,56,68,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/29/1958,0,0,0,68,41,63,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/30/1958,0.1,0,0,69,51,65,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/1/1958,1.27,0,0,69,49,50,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/2/1958,0,0,0,69,42,58,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/3/1958,0,0,0,61,50,55,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/4/1958,0,0,0,70,52,65,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/5/1958,0.05,0,0,74,49,67,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/6/1958,0,0,0,68,34,54,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/7/1958,0,0,0,69,34,63,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/8/1958,0,0,0,73,44,69,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/9/1958,0,0,0,80,47,76,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/10/1958,0,0,0,86,56,81,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/11/1958,0,0,0,81,45,62,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/12/1958,0,0,0,65,42,51,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/13/1958,0,0,0,70,39,62,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/14/1958,0,0,0,66,47,59,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/15/1958,0,0,0,82,51,79,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/16/1958,0,0,0,84,49,77,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/17/1958,0,0,0,82,60,79,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/18/1958,0,0,0,79,50,67,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/19/1958,0,0,0,68,41,61,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/20/1958,0,0,0,67,39,63,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/21/1958,0,0,0,64,46,59,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/22/1958,1.28,0,0,60,53,60,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/23/1958,0.09,0,0,70,60,68,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/24/1958,0,0,0,75,56,73,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/25/1958,0,0,0,73,49,61,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/26/1958,0,0,0,61,47,49,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/27/1958,0,0,0,58,39,52,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/28/1958,0,0,0,57,45,53,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/29/1958,0,0,0,62,42,60,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/30/1958,0,0,0,66,43,63,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/31/1958,0,0,0,70,41,67,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/1/1958,0,0,0,68,43,58,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/2/1958,0.63,0,0,59,42,44,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/3/1958,0.56,0,0,60,40,58,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/4/1958,0,0,0,62,36,59,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/5/1958,0,0,0,68,36,65,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/6/1958,0,0,0,66,51,57,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/7/1958,0,0,0,58,40,51,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/8/1958,0,0,0,57,34,57,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/9/1958,0,0,0,58,50,56,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/10/1958,0,0,0,60,38,49,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/11/1958,0,0,0,59,41,56,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/12/1958,0,0,0,64,38,60,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/13/1958,0,0,0,70,38,60,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/14/1958,0,0,0,75,42,72,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/15/1958,0.2,0,0,73,53,63,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/16/1958,0,0,0,69,58,58,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/17/1958,0.09,0,0,59,51,55,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/18/1958,0,0,0,67,55,63,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/19/1958,0,0,0,65,55,56,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/20/1958,0,0,0,63,37,59,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/21/1958,0,0,0,59,46,51,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/22/1958,0,0,0,54,37,47,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/23/1958,0,0,0,57,28,48,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/24/1958,0,0,0,75,41,70,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/25/1958,0,0,0,70,31,42,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/26/1958,0,0,0,55,38,55,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/27/1958,0,0,0,55,31,38,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/28/1958,0,0,0,38,27,38,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/29/1958,0.83,0,0,44,29,40,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/30/1958,0,0,0,40,17,26,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/1/1958,0,0,0,40,19,37,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/2/1958,0,0,0,44,25,40,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/3/1958,0.15,0,0,42,31,41,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/4/1958,0.32,0,0,45,39,41,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/5/1958,0.06,0,0,59,33,47,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/6/1958,0,0,0,47,30,30,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/7/1958,0,0,0,30,18,26,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/8/1958,0,0,0,37,21,33,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/9/1958,0,0,0,36,28,33,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/10/1958,0,0,0,33,16,22,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/11/1958,0,0,0,22,14,22,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/12/1958,0,0,0,35,15,30,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/13/1958,0,0,0,32,19,29,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/14/1958,0.09,1,0,29,14,26,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/15/1958,0,0,0,29,21,22,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/16/1958,0,0,0,33,13,31,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/17/1958,0,0,0,44,20,37,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/18/1958,0,0,0,44,23,39,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/19/1958,0,0,0,51,22,48,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/20/1958,0,0,0,50,22,27,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/21/1958,0,,,37,17,30,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/22/1958,0,0,0,35,19,31,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/23/1958,0,0,0,54,21,43,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/24/1958,0,0,0,50,21,41,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/25/1958,0,0,0,39,24,30,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/26/1958,0,0,0,33,14,33,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/27/1958,0,0,0,50,14,41,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/28/1958,0,0,0,54,35,40,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/29/1958,0.72,0,0,49,41,41,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/30/1958,0.3,0,0,58,38,42,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/31/1958,0,0,0,58,27,28,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/1/1959,0.88,0,0,40,26,35,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/2/1959,0,0,0,47,35,44,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/3/1959,0,0,0,45,30,45,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/4/1959,0,0,0,49,25,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/5/1959,0,0,0,,13,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/6/1959,0,0,0,28,9,28,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/7/1959,0,0,0,33,23,32,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/8/1959,0,0,0,37,22,36,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/9/1959,0,0,0,36,20,28,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/10/1959,0,0,0,33,20,29,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/11/1959,0,0,0,40,25,36,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/12/1959,0,0,0,47,26,40,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/13/1959,0,0,0,46,31,42,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/14/1959,0,0,0,45,22,42,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/15/1959,0.14,0,0,67,33,64,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/16/1959,0.33,2.5,,64,28,28,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/17/1959,0,0,0,29,11,23,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/18/1959,0,0,0,25,7,22,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/19/1959,0,0,0,39,14,38,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/20/1959,0.32,0,0,45,33,42,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/21/1959,0,0,0,65,34,64,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/22/1959,0.42,0,0,71,34,34,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/23/1959,0,0,0,38,24,37,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/24/1959,0,0,0,45,18,40,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/25/1959,0,0,0,62,35,59,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/26/1959,,0,0,59,28,29,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/27/1959,,2,,34,26,33,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/28/1959,0,0,0,40,11,36,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/29/1959,0,0,0,45,31,44,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/30/1959,0,0,0,61,39,53,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/31/1959,0,0,0,53,34,40,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/1/1959,0,0,0,40,22,30,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/2/1959,0,0,0,30,14,28,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/3/1959,0,0,0,39,11,35,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/4/1959,0.39,0,0,43,30,41,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/5/1959,0.22,0,0,53,31,52,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/6/1959,0,0,0,52,30,38,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/7/1959,0,0,0,50,24,49,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/8/1959,0,0,0,57,38,48,
